id,x,y,label
28,-24.028209686279297,60.8100700378418,1
28,2.8169572353363037,-163.2395477294922,1
28,-89.85456085205078,-102.63758087158203,1
28,-8.057574272155762,79.67533874511719,1
28,6.879888534545898,82.85334777832031,1
28,102.05939483642578,48.78814697265625,1
28,125.58734130859375,19.2103328704834,1
28,-89.85456085205078,-102.63758087158203,1
28,2.8169572353363037,-163.2395477294922,1
28,-17.432994842529297,65.90339660644531,1
28,-8.057574272155762,79.67533874511719,1
28,31.822250366210938,85.15885162353516,1
28,97.78904724121094,23.229450225830078,1
28,2.8169572353363037,-163.2395477294922,1
28,-89.85456085205078,-102.63758087158203,1
28,22.758676528930664,80.34169006347656,1
28,6.879888534545898,82.85334777832031,1
28,-8.057574272155762,79.67533874511719,1
28,-27.686281204223633,-117.7715835571289,1
28,-56.39926528930664,-115.37145233154297,1
28,-56.39926528930664,-115.37145233154297,1
28,-56.39926528930664,-115.37145233154297,1
28,-27.686281204223633,-117.7715835571289,1
28,-26.89301109313965,-111.29244232177734,1
28,-89.85456085205078,-102.63758087158203,1
28,-89.85456085205078,-102.63758087158203,1
28,-89.85456085205078,-102.63758087158203,1
28,2.8169572353363037,-163.2395477294922,1
28,-39.195377349853516,-120.32643127441406,1
28,95.07502746582031,-118.59443664550781,0
28,26.823915481567383,85.12077331542969,1
28,-122.46327209472656,-66.32347106933594,1
28,26.823915481567383,85.12077331542969,1
28,-13.915576934814453,74.0739517211914,1
28,18.73702049255371,-61.47941589355469,0
28,86.6578369140625,-120.94621276855469,0
28,87.31883239746094,69.99040222167969,1
28,-72.96456146240234,-111.53121185302734,1
28,84.76350402832031,70.818115234375,1
28,20.320587158203125,84.40814208984375,1
28,15.725042343139648,-64.44296264648438,0
28,20.320587158203125,84.40814208984375,1
28,-13.915576934814453,74.0739517211914,1
28,61.50143051147461,13.495902061462402,1
28,-24.028209686279297,60.8100700378418,1
28,-114.42888641357422,-88.0382080078125,1
28,-72.96456146240234,-111.53121185302734,1
28,-72.96456146240234,-111.53121185302734,1
28,123.1841812133789,16.037731170654297,1
28,-8.057574272155762,79.67533874511719,1
28,-56.39926528930664,-115.37145233154297,1
28,-72.96456146240234,-111.53121185302734,1
28,-20.21628189086914,-116.36813354492188,1
28,74.55007934570312,-107.16266632080078,0
28,76.1706771850586,-102.97250366210938,0
28,-8.057574272155762,79.67533874511719,1
28,20.320587158203125,84.40814208984375,1
28,18.235198974609375,88.7740249633789,1
28,3.763015031814575,-145.06488037109375,1
28,-123.06653594970703,-74.48653411865234,1
28,-6.174818515777588,-143.7086181640625,1
28,-108.7374267578125,-81.88111877441406,1
28,8.847412109375,-160.5640411376953,1
28,-108.7374267578125,-81.88111877441406,1
28,-108.7374267578125,-81.88111877441406,1
28,26.891666412353516,15.894829750061035,1
28,-0.5878672003746033,81.47915649414062,1
28,-108.7374267578125,-81.88111877441406,1
28,2.8169572353363037,-163.2395477294922,1
28,-108.7374267578125,-81.88111877441406,1
28,-1.4849128723144531,-147.778564453125,1
28,-123.06653594970703,-74.48653411865234,1
28,-1.4849128723144531,-147.778564453125,1
28,22.694446563720703,89.06932067871094,1
28,-8.057574272155762,79.67533874511719,1
28,-26.369029998779297,53.605411529541016,1
28,-5.422086715698242,-153.32765197753906,1
28,-114.42888641357422,-88.0382080078125,1
28,-11.145236015319824,-152.3064727783203,1
28,-108.7374267578125,-81.88111877441406,1
28,7.42452335357666,-152.70811462402344,1
28,-108.7374267578125,-81.88111877441406,1
28,-108.7374267578125,-81.88111877441406,1
28,60.195457458496094,35.61680221557617,1
28,-44.26411437988281,-28.685251235961914,1
28,-114.42888641357422,-88.0382080078125,1
28,-7.196732521057129,-148.38450622558594,1
28,-108.7374267578125,-81.88111877441406,1
28,-5.422086715698242,-153.32765197753906,1
28,19.896068572998047,-78.04627990722656,0
28,-17.432994842529297,65.90339660644531,1
28,-39.580623626708984,-113.04985046386719,1
28,-37.57860565185547,-33.29474639892578,1
28,-56.39926528930664,-115.37145233154297,1
28,-56.39926528930664,-115.37145233154297,1
28,-38.9045295715332,-28.451618194580078,1
28,-39.580623626708984,-113.04985046386719,1
28,91.94087982177734,-123.26085662841797,0
28,-24.028209686279297,60.8100700378418,1
28,-39.580623626708984,-113.04985046386719,1
28,-38.9045295715332,-28.451618194580078,1
28,-56.39926528930664,-115.37145233154297,1
28,105.59516906738281,22.569482803344727,1
28,-39.195377349853516,-120.32643127441406,1
28,-26.369029998779297,53.605411529541016,1
28,-26.89301109313965,-111.29244232177734,1
28,-56.39926528930664,-115.37145233154297,1
28,-4.963902950286865,-18.579030990600586,1
28,83.10830688476562,-90.78751373291016,15
28,84.5001449584961,-87.21947479248047,19
28,87.51611328125,-90.12521362304688,15
28,80.5367660522461,-86.67139434814453,19
28,-24.028209686279297,60.8100700378418,1
28,77.81246948242188,-61.846534729003906,0
28,-39.580623626708984,-113.04985046386719,1
28,-5.422086715698242,-153.32765197753906,1
28,51.304847717285156,36.68238067626953,1
28,112.0704345703125,-33.800559997558594,16
28,-114.42888641357422,-88.0382080078125,1
28,117.58963775634766,-30.323902130126953,16
28,-123.06653594970703,-74.48653411865234,1
28,115.3985824584961,-33.07473373413086,16
28,-89.85456085205078,-102.63758087158203,1
28,-13.915576934814453,74.0739517211914,1
28,-26.369029998779297,53.605411529541016,1
28,-24.028209686279297,60.8100700378418,1
28,-24.028209686279297,60.8100700378418,1
28,-27.686281204223633,-117.7715835571289,1
28,-42.37563705444336,-32.90517044067383,1
28,-56.39926528930664,-115.37145233154297,1
28,-5.843979835510254,-137.68789672851562,1
28,-24.028209686279297,60.8100700378418,1
28,-89.85456085205078,-102.63758087158203,1
28,90.89569854736328,-118.77600860595703,0
28,-17.432994842529297,65.90339660644531,1
28,-26.89301109313965,-111.29244232177734,1
28,-37.57860565185547,-33.29474639892578,1
28,-56.39926528930664,-115.37145233154297,1
28,136.78213500976562,14.178868293762207,1
28,-89.85456085205078,-102.63758087158203,1
28,-22.032564163208008,69.02290344238281,1
28,-27.686281204223633,-117.7715835571289,1
28,-56.39926528930664,-115.37145233154297,1
28,-89.85456085205078,-102.63758087158203,1
28,2.8169572353363037,-163.2395477294922,1
28,92.0120849609375,-65.0290298461914,17
28,-1.4849128723144531,-147.778564453125,1
28,92.0120849609375,-65.0290298461914,17
28,-114.42888641357422,-88.0382080078125,1
28,92.0120849609375,-65.0290298461914,17
28,-11.057690620422363,-146.42889404296875,1
28,120.3221435546875,-36.808956146240234,18
28,116.30196380615234,-39.10973358154297,18
28,120.3221435546875,-36.808956146240234,18
28,119.95109558105469,-41.534549713134766,18
28,123.80867767333984,-39.73447799682617,18
28,3.706315517425537,-140.7869415283203,1
28,83.728515625,-83.4022216796875,19
28,-37.57860565185547,-33.29474639892578,1
28,88.1543197631836,-85.71050262451172,15
28,-22.032564163208008,69.02290344238281,1
28,105.32424926757812,-58.74619674682617,0
28,100.77375793457031,-56.490570068359375,0
28,105.32424926757812,-58.74619674682617,0
28,100.77375793457031,-56.490570068359375,0
28,6.879888534545898,82.85334777832031,1
28,-72.96456146240234,-111.53121185302734,1
28,-89.85456085205078,-102.63758087158203,1
28,-27.686281204223633,-117.7715835571289,1
28,-89.85456085205078,-102.63758087158203,1
28,13.844866752624512,83.90168762207031,1
28,-72.96456146240234,-111.53121185302734,1
28,-72.96456146240234,-111.53121185302734,1
28,-26.89301109313965,-111.29244232177734,1
28,-72.96456146240234,-111.53121185302734,1
