id,x,y,label
300,-97.76821899414062,19.720853805541992,0
300,150.23745727539062,-114.7230224609375,1
300,150.23745727539062,-114.7230224609375,1
300,-20.045650482177734,158.129638671875,2
300,177.993408203125,41.50881576538086,0
300,-84.28146362304688,-142.24179077148438,3
300,9.60690689086914,170.6006317138672,2
300,82.77914428710938,-115.18072509765625,4
300,82.77914428710938,-115.18072509765625,4
300,3.2754721641540527,186.92832946777344,2
300,171.8975830078125,17.35725212097168,5
300,-83.85205078125,-60.706581115722656,3
300,-83.85205078125,-60.706581115722656,3
300,-59.927978515625,-70.0926284790039,3
300,207.99005126953125,77.24794006347656,0
300,230.90565490722656,116.66942596435547,0
300,-5.291859149932861,-236.8720245361328,3
300,150.23745727539062,-114.7230224609375,1
300,-25.53516960144043,262.2927551269531,6
300,-54.63486862182617,-27.485939025878906,3
300,7.451908588409424,207.93284606933594,2
300,150.23745727539062,-114.7230224609375,1
300,7.451908588409424,207.93284606933594,2
300,-220.61865234375,27.818052291870117,7
300,219.29946899414062,54.47772979736328,8
300,246.62591552734375,75.61448669433594,0
300,-109.11937713623047,-160.9071807861328,3
300,136.42527770996094,140.26058959960938,0
300,158.68865966796875,141.05865478515625,0
300,151.8794403076172,124.97671508789062,0
300,190.4368438720703,4.964924335479736,0
300,37.18830871582031,231.77389526367188,2
300,-83.07060241699219,92.45750427246094,3
300,87.37886810302734,-18.280879974365234,13
300,-109.11937713623047,-160.9071807861328,3
300,102.80835723876953,-32.57426452636719,0
300,-5.291859149932861,-236.8720245361328,3
300,18.333871841430664,229.68850708007812,2
300,-220.61865234375,27.818052291870117,7
300,210.07664489746094,12.559966087341309,0
300,-5.291859149932861,-236.8720245361328,3
300,-230.66738891601562,-13.0529203414917,7
300,136.5609130859375,-17.3114013671875,9
300,-214.04156494140625,59.735294342041016,7
300,-109.11937713623047,-160.9071807861328,3
300,-230.66738891601562,-13.0529203414917,7
300,-83.07060241699219,92.45750427246094,3
300,244.49594116210938,95.18389129638672,0
300,-119.79199981689453,-131.59552001953125,3
300,-119.79199981689453,-131.59552001953125,3
300,-214.04156494140625,59.735294342041016,7
300,-5.291859149932861,-236.8720245361328,3
300,213.80023193359375,111.269775390625,0
300,150.91668701171875,156.81170654296875,0
300,-83.07060241699219,92.45750427246094,3
300,232.66372680664062,30.469921112060547,0
300,23.043601989746094,188.33270263671875,2
300,101.29219055175781,20.775131225585938,13
300,1.5893195867538452,153.45034790039062,2
300,-2.4813778400421143,231.28968811035156,2
300,108.18588256835938,4.776449203491211,11
300,-9.561662673950195,173.5689239501953,2
300,-230.66738891601562,-13.0529203414917,7
300,-109.11937713623047,-160.9071807861328,3
300,-119.79199981689453,-131.59552001953125,3
300,135.73086547851562,-139.21485900878906,1
300,172.43255615234375,155.36476135253906,0
300,-90.34262084960938,-103.46825408935547,3
300,-47.95417785644531,17.306432723999023,3
300,-83.85205078125,-60.706581115722656,3
300,82.77914428710938,-115.18072509765625,4
300,-84.28146362304688,-142.24179077148438,3
300,-54.63486862182617,-27.485939025878906,3
300,-230.66738891601562,-13.0529203414917,7
300,-109.11937713623047,-160.9071807861328,3
300,-55.66907501220703,-215.5447998046875,3
300,150.23745727539062,-114.7230224609375,1
300,174.5088348388672,-103.44852447509766,1
300,-230.66738891601562,-13.0529203414917,7
300,-77.48688507080078,-183.84954833984375,3
300,-259.6238708496094,-19.103370666503906,7
300,-220.61865234375,27.818052291870117,7
300,-60.08967971801758,61.611759185791016,3
300,-109.11937713623047,-160.9071807861328,3
300,-109.11937713623047,-160.9071807861328,3
300,150.23745727539062,-114.7230224609375,1
300,-78.50409698486328,-19.24230194091797,3
