source,target,similarity
121,1,0.6226060317271166
121,2,0.9311420252081088
121,3,0.2725781594591685
121,4,0.43756553786827634
121,5,0.42740375742671166
121,6,0.6050065004076975
121,7,0.7236624200120512
121,8,0.6612359836676542
121,9,0.8669516722034023
121,10,0.6883421274933382
121,11,0.6513561885900794
121,12,0.47694325207570804
121,13,0.8367319156695068
121,14,0.6719223386919683
121,15,0.6035721621628969
121,16,0.9101215538186654
121,17,0.5262439276997294
121,18,0.9397000687194061
121,19,0.5820836474263338
121,20,0.2958203396996093
121,21,0.3553910854543666
121,22,0.46936448731583696
121,23,0.8642271663369072
121,24,0.36795555386026824
121,25,0.8937512263903356
121,26,0.8156338164402761
121,27,0.45342013348011756
121,28,0.6831547847714126
121,29,0.4547897271421189
121,30,0.4238166872153686
121,31,0.5838595638457681
121,32,0.8737773498092603
121,33,0.7196330463919772
121,34,0.08572271442456653
121,35,0.8772014601595459
121,36,0.5391472439807039
121,37,0.8474748511471656
121,38,0.3888770084726311
121,39,0.4989226990266253
121,40,0.6412973590379367
121,41,0.3119976148695758
121,42,0.4552995154040257
121,43,0.5745655947234277
121,44,0.5636115678048567
121,45,0.3706456583734945
121,46,0.2805079870813713
121,47,0.3033778394133255
121,48,0.7329462339153128
121,49,0.6440013271287948
121,50,0.62879142511074
121,51,0.4587429782583482
121,52,0.5695505067879439
121,53,0.5416801576795871
121,54,0.9058842273503798
121,55,0.4344615329622987
121,56,0.37833170538385047
121,57,0.45740107943474956
121,58,0.6593647161043497
121,59,0.3474825978551347
121,60,0.07139810066967328
121,61,0.8469302447308784
121,62,0.6254092388638282
121,63,0.4092397247158478
121,64,0.5833284409136182
121,65,0.6979831410712247
121,66,0.9102266048216721
121,67,0.5807666200883185
121,68,0.3562891090082821
121,69,0.6982231693356729
121,70,0.5436968366741934
121,71,0.9266625540124716
121,72,0.9388241548359408
121,73,0.8359749192251462
121,74,0.6185596764249246
121,75,0.8063473815300551
121,76,0.8268213158932498
121,77,0.4320295377196104
121,78,0.51197450039117
121,79,0.5616016203640631
121,80,0.6361339433847312
121,81,0.46910910637575226
