source,target,similarity
127,1,0.9758518242338227
127,2,0.7964403756952644
127,3,0.9263121244493456
127,4,0.9717706655805192
127,5,0.9768024395935957
127,6,0.7849968445380318
127,7,0.9292802954304686
127,8,0.8647824065886508
127,9,0.9308440489043762
127,10,0.8603758619275641
127,11,0.930519957214273
127,12,0.8269863628325189
127,13,0.9221428848065397
127,14,0.9771611086680705
127,15,0.9322533318664336
127,16,0.8123318607775818
127,17,0.9548779125416104
127,18,0.9610630058120203
127,19,0.8251673813209619
127,20,0.9513226659386643
127,21,0.8481570004877619
127,22,0.8551437643877754
127,23,0.8351546835223747
127,24,0.8151155330331158
127,25,0.9764646573239663
127,26,0.9726503694396862
127,27,0.8162386961526958
127,28,0.8986054803719351
127,29,0.7898477315736881
127,30,0.9149074631850975
127,31,0.9295550697653521
127,32,0.8812960462189534
127,33,0.9430668510494893
127,34,0.9587304795406488
127,35,0.9808328198335025
127,36,0.8060473313301905
127,37,0.9805689640693778
127,38,0.9862444382343794
127,39,0.9465624633041797
127,40,0.9181120601477498
127,41,0.9731096907066438
127,42,0.9396558505277823
127,43,0.9860203286148719
127,44,0.8876027624629523
127,45,0.7769619983560639
127,46,0.8308308151494198
127,47,0.9651692955779266
127,48,0.6780200137772164
127,49,0.9182993963170399
127,50,0.80443533748861
127,51,0.9822704107084966
127,52,0.9850126652151744
127,53,0.8565845564820437
127,54,0.9114942410514472
127,55,0.826443170106806
127,56,0.9043655304276766
127,57,0.8360027632900913
127,58,0.8557394516888389
127,59,0.729577896166479
127,60,0.9782543442151774
127,61,0.8415195442475695
127,62,0.9749832256193759
127,63,0.8993204692499104
127,64,0.9077325615747271
127,65,0.8923508321924541
127,66,0.982145245395217
127,67,0.8067025334677632
127,68,0.9472027469493643
127,69,0.95835061813014
127,70,0.6076465162069392
127,71,0.7604233184857598
127,72,0.9579221196774627
127,73,0.869398160763125
127,74,0.9223034095368896
127,75,0.9637825487530091
127,76,0.993782485234177
127,77,0.871753126615231
127,78,0.6443771933131625
127,79,0.8556284209427546
127,80,0.801682963359655
127,81,0.9782391028697903
127,82,0.9839339494673452
127,83,0.8215674226374035
127,84,0.7919790066471178
127,85,0.9897619940734715
127,86,0.9336739345839591
127,87,0.9766398698123986
127,88,0.6473039361379304
127,89,0.9523663568098182
127,90,0.8914931357659618
127,91,0.7219482741463374
127,92,0.9494639395432763
127,93,0.9750277400728721
127,94,0.9730426876644125
127,95,0.7399042349711256
127,96,0.8229047560644583
127,97,0.844286143025287
127,98,0.886634032606815
127,99,0.9739619395950296
127,100,0.7083998387194655
127,101,0.9794895949682133
127,102,0.8319440268202883
127,103,0.7290901493813795
127,104,0.8578716138033325
127,105,0.8603863433708152
127,106,0.7455952165120872
127,107,0.9809654050780668
127,108,0.9055950183084402
127,109,0.7802876747858738
127,110,0.8885539104068146
127,111,0.8654086847238533
127,112,0.9082856477705675
127,113,0.8669936089742245
127,114,0.9122727774448844
127,115,0.9316862361725907
127,116,0.9219659023007689
127,117,0.9103441161062259
127,118,0.873697378288821
127,119,0.9459051332934273
127,120,0.9688312375169214
127,121,0.7776294200435709
127,122,0.7951382247830704
127,123,0.9719419226762739
127,124,0.9706294172260269
127,125,0.6854266366513152
127,126,0.949442714640289
127,128,0.8994974345333279
127,129,0.827906289047213
127,130,0.9667856833338361
127,131,0.7726694627356538
127,132,0.8720511413079935
127,133,0.8332960815535817
127,134,0.9521925130683758
127,135,0.8294012978915027
127,136,0.643436488439307
127,137,0.7887003295726636
127,138,0.8958049872331422
127,139,0.8341324378585436
127,140,0.8938429273270505
127,141,0.836141526572691
127,142,0.8741838124138592
127,143,0.9308912517018909
127,144,0.8558233278666451
127,145,0.7785061788740021
127,146,0.9422133681249025
127,147,0.7378041034148826
127,148,0.9804808661051109
127,149,0.8885401552079337
127,150,0.9779008358918774
127,151,0.9199336015461504
127,152,0.9832834684027926
127,153,0.8961093584294495
127,154,0.9341370135727655
127,155,0.9853276935304613
127,156,0.7166965614064031
127,157,0.8070421088403439
127,158,0.9219993575636048
127,159,0.9380924926100126
127,160,0.8982327076044608
127,161,0.8165166505387922
127,162,0.9141755447264678
127,163,0.9211816995796177
127,164,0.9750564147474216
127,165,0.7613094668868462
127,166,0.9183112003917357
127,167,0.9380352659169636
127,168,0.8365903632927957
127,169,0.9499175259006729
127,170,0.9293696664724739
127,171,0.8954428793012246
127,172,0.9708541728783421
127,173,0.6834962613364004
127,174,0.6570486269162972
127,175,0.8011152881373907
127,176,0.8870641920811349
127,177,0.9582481086183094
127,178,0.9170097332733167
127,179,0.8345998591136233
127,180,0.9154274836266785
127,181,0.976323203106012
127,182,0.9481610446946607
127,183,0.8545041295436259
127,184,0.7444886914300278
127,185,0.9555179991430214
127,186,0.8911198304040236
127,187,0.984899440498873
127,188,0.9575158920077321
127,189,0.9833994341809141
127,190,0.843239119305566
127,191,0.8788695956360374
127,192,0.7895302711967185
127,193,0.9844392897532386
127,194,0.9689608980941755
127,195,0.9470393328679071
127,196,0.7263615930889431
127,197,0.8194460374368665
127,198,0.9827117678744991
127,199,0.8453336050150689
127,200,0.9754985318334438
127,201,0.7970531749823934
127,202,0.8923004641022811
127,203,0.8309061394365513
127,204,0.9386889398527235
127,205,0.9776467192098198
127,206,0.9870852562158831
127,207,0.9683525741225637
127,208,0.6955408857709605
127,209,0.9039960412897233
127,210,0.9702458441164347
127,211,0.6963732886907803
127,212,0.8965377599423703
127,213,0.8966179815265538
127,214,0.9842350552274687
127,215,0.9610124118441883
127,216,0.9772002349366427
127,217,0.9909443958195047
127,218,0.8440111151581547
127,219,0.9164203005679636
127,220,0.7695588105214658
127,221,0.9352231051772406
127,222,0.8520696475217716
127,223,0.842408683336734
127,224,0.8162327806658332
127,225,0.9068811799436538
127,226,0.7611556182119308
127,227,0.9782427210949932
127,228,0.975577766240395
127,229,0.9543527168457151
127,230,0.7393863768645215
127,231,0.7374452970898475
127,232,0.9813438596397769
127,233,0.9917012220666748
127,234,0.8179376359635089
127,235,0.9381790592908997
127,236,0.9742261117485667
127,237,0.7963362959016088
127,238,0.9873925590002831
127,239,0.9861177602253538
127,240,0.870095757978948
127,241,0.8769457890898629
127,242,0.9083316174604795
127,243,0.8439238773412365
127,244,0.9682650442358341
127,245,0.9837771011801015
127,246,0.8891277215803489
127,247,0.8803778528186746
127,248,0.9894252275156049
127,249,0.8030281997610146
127,250,0.9754898785865833
127,251,0.6771584994959331
127,252,0.9901603387723754
127,253,0.9871289941095079
127,254,0.6320982605835895
127,255,0.9865108623230996
127,256,0.9080818506127698
127,257,0.8961477313930958
127,258,0.8499019703382648
127,259,0.4486372362460367
127,260,0.8914552223964294
127,261,0.9605980637036048
127,262,0.6563263901826131
127,263,0.9756206624286186
127,264,0.9782016884804835
127,265,0.9656593471767261
127,266,0.9440109304796052
127,267,0.9690338700486297
127,268,0.989933451184588
127,269,0.9633949263432273
127,270,0.8594450497638955
127,271,0.7683233180046681
127,272,0.9317606386226932
127,273,0.927900439559402
127,274,0.809340651811264
127,275,0.9933035291092597
127,276,0.6753240751605026
127,277,0.3813697875082285
127,278,0.9492833313721959
127,279,0.8095931116698462
127,280,0.8436160769711529
127,281,0.8336462867602787
127,282,0.9799068152555773
127,283,0.7991583312958286
127,284,0.9749223927438075
127,285,0.9789308476527669
127,286,0.9899467053140366
127,287,0.6182397871895199
127,288,0.8061149587067425
127,289,0.8896664703248836
127,290,0.9761266560671775
127,291,0.9834634078743282
127,292,0.8837939114912543
127,293,0.9076166574607416
127,294,0.932988590382132
127,295,0.7243184969851044
127,296,0.8526813941967171
127,297,0.9053935432900883
127,298,0.9784601111751448
127,299,0.9629821095380994
127,300,0.6119115209940363
127,301,0.8747909159691356
127,302,0.9824617077618986
127,303,0.7919012750809878
127,304,0.8179246007553609
127,305,0.8214644052762139
127,306,0.8969396844080638
127,307,0.9378796265691681
127,308,0.9457660471108879
127,309,0.7938631805470138
127,310,0.9219323718395523
127,311,0.791958705901994
127,312,0.9416196876756401
127,313,0.9497496503794666
127,314,0.8535165305423754
127,315,0.8509483991154638
127,316,0.9192268151714356
127,317,0.8237661246127879
127,318,0.933135009094164
127,319,0.8316425076693048
127,320,0.9386658040460293
127,321,0.9355569626709114
127,322,0.9748273414779469
127,323,0.9699170967569066
127,324,0.9754401218695267
127,325,0.8149387456346877
127,326,0.8740446465817623
127,327,0.9558810539779856
127,328,0.9364740127748614
127,329,0.987971633633446
127,330,0.9644751907021647
127,331,0.8609218416826961
