source,target,similarity
185,1,0.4181064995166394
185,2,0.31469846378915206
185,3,0.9752054746927954
185,4,0.6935347478259274
185,5,0.23211326844228158
185,6,0.19795800368238314
185,7,0.2397058430654106
185,8,0.4880840601421737
185,9,0.33956919982334327
185,10,0.13848881198894442
185,11,0.31081581588992757
185,12,0.1662947065271927
185,13,0.3630052772749155
185,14,0.37870096112575513
185,15,0.1794534763915661
185,16,0.19762979895057742
185,17,0.16953955023879236
185,18,0.33383622577121186
185,19,0.20246723130861327
185,20,0.28174759962986384
185,21,0.27121379058891437
185,22,0.43788025543143944
185,23,0.16413664649588255
185,24,0.27791775789357587
185,25,0.2774198225406549
185,26,0.37396852212766934
185,27,0.2302698820515881
185,28,0.3626188271204962
185,29,0.6085496847797577
185,30,0.23667754707292682
185,31,0.1717370981952715
185,32,0.1769368177603879
185,33,0.36676754922673716
185,34,0.8099601099705809
185,35,0.38886459577494975
185,36,0.18593526444599323
185,37,0.18983515075220408
185,38,0.24543066230086374
185,39,0.2594891805809091
185,40,0.40566472968107015
185,41,0.989073706576636
185,42,0.18113137113444389
185,43,0.378013595808002
185,44,0.2531159420283495
185,45,0.41991119928376497
185,46,0.7837766820721428
185,47,0.6717888161512195
185,48,0.1605537779812471
185,49,0.15788460897432438
185,50,0.19185820310267604
185,51,0.2647791107733727
185,52,0.6376453860054698
185,53,0.7451296724053471
185,54,0.25354886079642047
185,55,0.9783295526865925
185,56,0.23849197730240457
185,57,0.2509564993905984
185,58,0.19895823735572715
185,59,0.29095900057101354
185,60,0.5431468066888258
185,61,0.248023302880779
185,62,0.24125282605307174
185,63,0.6616978745321647
185,64,0.14102482779908831
185,65,0.3321581433632703
185,66,0.31215321837092674
185,67,0.21148689827313416
185,68,0.9794739624641973
185,69,0.2632574027308847
185,70,0.1706256769867503
185,71,0.21518990772052948
185,72,0.31135168650312806
185,73,0.3873760294985621
185,74,0.17331130365642983
185,75,0.2823529192272174
185,76,0.1442853655781069
185,77,0.22120594341335964
185,78,0.23407177226928805
185,79,0.6425728360196915
185,80,0.6274007212011807
185,81,0.243363695504551
185,82,0.4364058889500009
185,83,0.3432602056173666
185,84,0.19557884305896822
185,85,0.26024719194567314
185,86,0.2671650228999337
185,87,0.9445830165093476
185,88,0.5688801032845408
185,89,0.16442901350283728
185,90,0.1491874147952882
185,91,0.5435110436163657
185,92,0.32735033496130644
185,93,0.26469575609479945
185,94,0.1741995057202585
185,95,0.15073445781221367
185,96,0.25131489523093076
185,97,0.5766884067971414
185,98,0.25330043587828777
185,99,0.46408859971414845
185,100,0.27389476161796855
185,101,0.13968581660491602
185,102,0.5089060612053075
185,103,0.21871625954338214
185,104,0.17133825363966154
185,105,0.2643977639501125
185,106,0.24312519896996404
185,107,0.5582594332042595
185,108,0.5819883445119097
185,109,0.5387668517442312
185,110,0.6243504169928
185,111,0.9358818325012555
185,112,0.13918528829630428
185,113,0.28794874214863875
185,114,0.8178581905244939
185,115,0.2483947591765256
185,116,0.5679173177465923
185,117,0.26842839084379294
185,118,0.3575604244028284
185,119,0.20157118668566615
185,120,0.43448943579991406
185,121,0.32701416862105626
185,122,0.9515135843298801
185,123,0.20721805488858724
185,124,0.9414751584241285
185,125,0.19106997370681467
185,126,0.2515733749239103
185,127,0.2584443854412978
185,128,0.14966631898529692
185,129,0.6588133146463611
185,130,0.1715484459432925
185,131,0.13703841500589825
185,132,0.39859336385866573
185,133,0.6750097353020573
185,134,0.5402538629492883
185,135,0.20020465676661803
185,136,0.2351337774992754
185,137,0.540695904582457
185,138,0.8309472981685194
185,139,0.5401137153697942
185,140,0.25928028156928906
185,141,0.24103952152098612
185,142,0.26070166111291704
185,143,0.2542299351679147
185,144,0.17986050996458108
185,145,0.15160484462350793
185,146,0.16157370379580327
185,147,0.4018077212968446
185,148,0.9316957308340594
185,149,0.1867564824737818
185,150,0.27131780121816407
185,151,0.5842687404223895
185,152,0.265713144473231
185,153,0.7374271812320509
185,154,0.9479773341061962
185,155,0.9420957080736213
185,156,0.5573681151430505
185,157,0.14189011077477998
185,158,0.2568139334819113
185,159,0.647994855243688
185,160,0.2674345991108524
185,161,0.9155734694320272
185,162,0.395073461923147
185,163,0.5668582773485162
185,164,0.3107750167453667
185,165,0.21681989210057712
185,166,0.3315075151170448
185,167,0.13569804774732747
185,168,0.14205880208457405
185,169,0.2817300646574351
185,170,0.2732703078341107
185,171,0.1164629197798569
185,172,0.6437805793347493
185,173,0.3463257427367583
185,174,0.5322448126606658
185,175,0.7029703074161597
185,176,0.26039115187484774
185,177,0.4308861177641406
185,178,0.12368984811563372
185,179,0.2618501118937273
185,180,0.4037725954787244
185,181,0.49740599723925616
185,182,0.5702842733799971
185,183,0.2112337951426182
185,184,0.33836791037179376
185,186,0.24687595375535293
185,187,0.47210214791188837
185,188,0.5174431507305313
185,189,0.9052339987008191
185,190,0.17596047219161032
185,191,0.23303984471808703
185,192,0.233841000449717
185,193,0.4996160884447028
185,194,0.15957879676213865
185,195,0.29992023418490227
185,196,0.1290096605642621
185,197,0.27925599721795763
185,198,0.26041193141449104
185,199,0.6816247184100441
185,200,0.5243825452844978
185,201,0.5998503888084756
185,202,0.9691249622127288
185,203,0.27523672723465875
185,204,0.5490161658627095
185,205,0.21863638488115922
185,206,0.21984567239550223
185,207,0.5213768736465076
185,208,0.26356872885423743
185,209,0.7843793377093213
185,210,0.789918638533305
185,211,0.22626662407158848
185,212,0.16932039723175335
185,213,0.3568347907664646
185,214,0.14491147827220469
185,215,0.16052649620215526
185,216,0.31392989292121054
185,217,0.9487834797674758
185,218,0.5963160407132211
185,219,0.1770395305818192
185,220,0.6690455502846251
185,221,0.2504695494746415
185,222,0.3018594415812718
185,223,0.5501266100864092
185,224,0.8625528855228157
185,225,0.719604759355604
185,226,0.18850059957964405
185,227,0.8636530772971251
185,228,0.7046587250543113
185,229,0.5526260774283892
185,230,0.1974600212933671
185,231,0.24925516075591225
185,232,0.12790625951023654
185,233,0.3796951147489311
